gene_symbol	GSM121470	GSM121471	GSM121472	GSM121473	GSM121490	GSM121491	GSM121492	GSM121493	GSM121494	GSM121495	GSM121496	GSM121497	GSM121498	GSM121499	GSM121474	GSM121475	GSM121476	GSM121477	GSM121478	GSM121479	GSM121480	GSM121481	GSM121482	GSM121483	GSM121484	GSM121485	GSM121486	GSM121487	GSM121488	GSM121489
RIMS4	25.8437114	0	13.31183577	15.98851464	23.34889605	7.515236623	17.82994738	15.2016246	29.72065378	28.53761139	11.76257152	13.82367971	19.12439843	15.04882819	21.15702987	11.31670014	16.74973059	17.61528365	0	14.92098482	32.21469255	23.39479096	10.96984283	8.965611971	22.12483349	16.27362677	337.2186671	10.26763911	13.25617064	1.358753873
RIC8B	43.2605439	17.59507198	22.22184991	19.09841322	22.24167565	27.06836447	19.90250147	20.46309454	32.32334703	73.17445795	21.66967829	12.86439976	20.67919751	22.76828545	24.5315908	27.46874262	19.66811168	19.24812326	19.84257984	19.99877962	35.22138656	27.5315872	28.58628123	24.32945661	35.01063705	19.21063468	25.18082489	19.72710243	25.36051159	25.67451541
RHOC	602.4109478	0	290.7087935	205.0821457	630.7830541	595.6688492	200.5996927	178.5754284	181.0482064	180.5947068	477.6945392	437.199138	266.1904764	241.2092368	252.287861	245.375513	458.2800594	401.3595131	385.9852981	368.8319579	325.4965581	281.4608527	256.1184669	336.5360642	359.1709779	185.8486013	339.9828625	373.1195339	361.8336965	282.9521737
RHOB	16.35144654	0	10.13521362	9.714565023	10.28474372	8.642842459	6.868953699	8.017156383	22.61911322	14.04534213	10.71682785	0.923058657	0	9.429551374	16.62246361	6.380487769	12.13658852	2.997801978	7.626454687	2.245371964	8.989775814	3.978884984	9.800226839	0	7.804739623	13.10718607	16.94240977	11.31592509	6.214960474	4.42065291
RHOA	1437.68367	671.9395346	370.9027888	315.8287672	340.1595407	379.0159292	366.1859576	280.4306552	298.4684497	314.6827029	618.0473606	621.9510808	431.5935521	341.9605869	455.1714162	275.0331353	583.4366094	558.5186424	582.272461	502.640507	612.6581664	549.2113402	745.1248055	610.7171563	522.4399052	462.1057929	396.3970462	559.3689144	599.2365044	490.4508203
RGS16	21.85459038	19.63672417	27.05689124	24.86565051	25.9856066	30.45525907	41.76563139	30.22764173	33.41437501	18.66249368	18.75678559	15.43026914	18.23514949	15.51101579	29.82176527	15.83751139	13.14482996	27.94942186	22.71405262	18.35217352	19.75166677	20.14803996	27.27226821	3.36011903	31.62549728	14.95740714	13.76827009	1.336711037	20.2901457	22.04538366
RGL2	18.7171705	9.407196019	65.20826829	57.24979027	21.74776566	26.66939237	54.78277626	38.9752094	49.12912141	55.19549988	44.55685926	41.62760856	40.97200619	40.81948428	62.86036743	49.92241084	27.00444791	37.13936084	37.58297085	53.08059322	60.98404874	57.83379906	64.73896716	48.15207962	89.7967696	51.22791191	50.18888757	44.54776203	58.00099201	36.65886115
RGL1	38.54732501	17.92218193	35.02987438	27.2164476	29.73244975	22.485136	33.12516497	26.46558941	20.48635069	30.4173343	13.80031113	12.74405161	34.54944733	22.69710856	20.85258578	29.84560728	26.20350845	4.448915823	14.77780168	16.13023152	37.04534125	29.04370705	27.01668545	19.32032343	17.8555054	19.95662664	26.64930372	18.76226938	30.15739028	17.02132248
RFFL	0	18.70400509	23.78743629	30.27606175	41.30031106	37.35718529	45.49680767	22.28767545	52.93457442	51.16001084	5.27311863	27.09118736	38.53258005	23.41812122	29.44946317	19.97318254	19.92118162	15.41976725	16.03651165	18.91969942	27.40956487	28.17679023	39.00163945	20.20403329	33.68905058	21.21246922	24.36825685	13.9849549	21.7747905	21.02378597
RFC4	1552.958026	1148.734186	482.7517997	492.8734752	556.0943109	821.8650656	544.06764	457.2750957	258.1004144	306.227236	527.4088426	426.6505639	346.9568348	442.8783245	405.7643595	536.4130538	427.9843561	402.2721803	449.1941459	356.1524401	411.6674513	446.2061508	555.7509806	455.2029925	543.5128364	489.4740375	470.2865672	517.6702649	552.4470407	488.9647285
RFC3	107.4551118	106.3421278	168.6172311	147.8758708	78.2026099	97.6811853	243.6418553	171.1063217	201.6824374	193.7001875	201.7899698	177.8418556	55.70100056	151.2222358	162.5126191	129.801386	234.8839098	167.9630623	223.4841495	202.7603425	130.8095324	147.5568978	241.7524058	187.857656	257.8636597	221.0430529	234.8716955	168.0273591	247.7765103	216.9202083
RER1	112.2017506	89.2463289	131.050894	106.3554369	97.56993907	101.8840798	145.4203523	114.8115844	174.8273752	184.531609	115.9104619	86.06996181	87.24807725	83.40267643	106.3170095	102.2803744	117.1000413	99.89263099	139.5645113	117.3828396	120.7933335	99.70819394	134.2285968	99.20220776	117.0590189	86.16207137	106.6235685	78.44283018	87.24531126	71.96909759
RELB	35.58105554	30.66529179	18.66616053	16.73407801	45.50320554	29.96659104	53.02670157	21.66822492	44.89974487	26.26682725	23.72260748	16.95156328	26.67469503	25.22342597	19.65956845	12.10532036	16.18705379	10.29240859	20.07037119	6.457559601	24.36299428	26.32332687	17.90956439	22.81617567	24.9732884	0.358237146	14.76238487	13.27194475	19.42627343	13.52821082
RELA	321.0943664	242.352014	285.7141958	231.0627567	415.1255258	481.3822701	244.5691013	190.37104	377.2755039	356.9961856	436.7481245	334.2629082	261.6628867	213.899496	234.8300101	210.1929643	406.535332	379.7799157	365.8836869	295.8358916	225.8027197	184.0655003	421.9093678	323.540331	286.9989392	202.5596262	351.7233727	284.3519652	200.8003807	158.1508475
REL	28.68744123	8.763103364	17.95250843	11.91257481	18.59093527	18.93457548	22.00882622	19.51848074	17.70620108	13.46696585	13.12028564	19.32931564	24.5403127	17.37455618	11.29927713	16.2290705	36.67225833	10.33548432	29.72612147	15.14226786	15.34131721	10.89587626	22.26169105	0	15.80402751	9.076682749	14.29973352	16.17522841	20.40301343	3.757916729
RCOR1	74.19218219	56.35405637	19.81399934	19.6689481	46.37511977	42.05748441	46.82447733	41.02943084	32.5928178	23.74957595	38.12816467	26.56773131	41.7355401	20.42314558	39.28429089	22.73885531	24.54643874	15.09535311	24.7954148	15.89983683	37.26466243	19.50363445	39.53446451	23.55260056	21.54253041	36.34295723	23.74016371	18.79740746	33.97752896	20.28580463
RCC1	58.2012655	0	50.18772892	56.08454531	22.33836086	30.39119055	60.80746328	39.11801108	45.32366839	39.99340519	7.767713861	36.9644097	58.79026247	47.67187761	67.13542262	44.42316032	27.75558105	40.81425954	31.64087055	41.1417227	47.2688984	46.21137154	13.12713455	26.69034815	38.44407846	35.06967239	27.62877764	37.31078212	42.54100651	30.43811259
RCAN1	54.8045882	6.360921326	57.20047285	56.40849308	37.10790052	37.72878266	55.6000264	41.28319328	59.00095289	60.23657494	42.86614296	31.27649889	53.72653514	38.82653136	57.40329892	35.63738088	34.14425109	35.48363725	52.5325923	41.02977952	54.12208715	43.78209039	70.6707974	65.08263211	74.70787467	60.59977133	40.01348592	36.99746759	44.41634732	44.53355612
RC3H1	155.5433124	119.5034928	245.8193028	208.9472777	144.9095812	179.2264243	272.9403212	207.5709232	347.840752	301.9025588	230.9270758	182.6078762	183.4533501	165.2607219	190.4664548	260.9012443	231.4190054	214.0244848	231.4204004	183.1911123	199.8797537	182.8787733	266.5453769	187.1963176	243.0068809	179.2594529	163.0040781	131.1850847	185.0857193	134.9377169
RC3H1	82.336511	58.7056022	76.71469963	65.55058921	66.11928828	80.94183007	68.46279109	57.81538217	74.98188382	88.83662468	66.34805413	70.10922605	73.56455122	51.38047089	63.4655876	65.33810212	60.50256296	76.73673084	60.09656707	71.33253854	80.1694681	68.46250224	85.72707636	52.58940054	73.54595194	81.80150685	62.57798812	55.97642178	75.54613654	45.15866973
RBPMS	3430.21873	2845.066629	2857.013346	2713.643734	6630.996782	8435.983867	4526.958897	4978.819107	8208.539612	8365.841529	3520.564412	3512.537307	3574.213167	3428.587098	2307.194648	2440.60443	3723.270057	3315.885326	4861.046767	4393.716524	3867.571111	3239.538131	5828.143063	4466.515112	3239.997379	3019.527237	1368.893124	1405.820316	1798.635608	1660.269895
RBMX	3.382499161	0	9.841243106	4.196815867	4.290843075	0	0	13.16573581	5.971077833	0	0	0.833089648	0	305.7537348	9.039788507	0	4.856789195	11.85525012	2.915729391	15.60305723	3.374356057	35.37929781	3.810637782	0	14.88361297	7.195602304	5.348308235	6.841676535	4.686905	8.593865019
RBMX	84.69210772	51.39272003	67.48557275	63.07214703	45.46534688	49.40672533	91.76841093	65.86630922	64.11761122	50.745946	80.17640756	82.89534109	71.76571709	62.36482135	72.4852021	67.51872872	108.8994981	111.2027038	102.2158401	89.68861706	63.75387587	55.48506859	55.63040212	87.37464654	118.3792637	72.29279279	88.03991763	66.79016518	100.1527495	97.4743114
RBMS2	48.76368775	22.92909087	58.14620693	44.37697626	49.4544855	51.30315333	80.90293999	37.53657898	25.82318636	42.63553319	50.7915947	11.8595511	63.45743283	54.72116285	51.61977831	43.54834208	46.22295659	34.17386566	62.93940323	24.41142366	55.70199718	50.29154303	34.71160351	15.79125987	48.09367231	58.643555	56.29705674	14.58669448	43.79123372	38.00169778
RBM47	34.36781183	8.438018864	55.75382849	35.63328753	31.30562297	43.91255909	52.75653623	31.85345814	47.12780803	49.76336358	35.77144402	26.6203106	42.14226519	27.47150645	36.28845106	31.60716476	19.11351158	21.58094356	37.84330383	30.62687359	45.98646764	34.17821527	25.9033843	23.30134971	59.83365369	37.44852804	34.63882413	22.52643595	43.1198154	35.7443431
RBM26	35.22052569	45.38523948	78.61487086	68.92351404	46.45374931	57.82183335	75.81128826	58.48983064	100.5125958	83.22703202	82.60089707	58.56865599	55.01696292	49.92827746	63.40873358	56.50097067	79.95933431	72.69030392	61.37350034	45.9969328	62.01525706	48.27618077	76.99971949	60.362293	95.89350965	58.23567451	69.22347705	56.01595212	62.86443372	57.62766027
RBM19	265.6669528	217.6425538	163.8711545	127.3917347	195.2406404	64.54087308	207.5400472	172.974322	120.5815954	74.49552195	142.5038986	110.2587723	224.9679646	192.0158376	157.4489437	246.0082432	128.1610825	109.1566064	134.1964452	96.86729902	153.5599179	140.2092395	109.3980825	83.9856481	177.0268438	123.8776001	62.85909274	63.3319927	107.9796928	96.92299593
RBM17	19.29442336	28.02309409	34.40712105	32.3299873	53.60437784	64.82801651	59.7200478	48.17337426	72.58293676	48.8662231	37.84774178	14.39971505	39.04560828	25.05518969	36.37923409	28.91668602	28.80420599	26.91829644	38.66986104	4.428264012	32.08309985	34.4063093	29.11766233	9.371367642	43.74384149	20.99511185	28.61557198	0	37.53865067	30.45692388
RBFOX2	35.5668774	27.71826408	55.61071126	31.62310426	43.96556122	54.73606077	66.94504082	47.86461387	71.70551365	73.53922935	56.26568306	60.48721588	59.80984831	36.73004841	34.35174653	49.08243861	60.35179789	43.49168573	58.01390322	37.92921371	61.58538754	51.38735141	43.81583663	44.65189547	67.77524795	53.97305498	61.83130397	57.80360182	58.03861459	62.09027683
RBBP6	148.676029	99.78878886	83.90924111	80.26748799	63.52160128	97.82038871	62.08495937	62.72274255	94.47907963	109.0633633	116.0296416	120.2687008	103.9681758	90.94003178	89.73214288	94.05579908	114.9799074	98.49536181	92.06025052	74.34719447	87.15424956	73.32425467	105.0762792	78.60830248	61.66106565	53.7878987	76.68885447	67.92922453	72.25416097	68.55991321
RB1	63.28514148	50.39518659	33.33277487	36.76758823	37.62161351	42.78378837	82.14377079	45.29997292	37.55502337	42.55337746	36.3533215	37.62223505	53.31241505	48.29767962	47.39057314	17.22126478	56.32287049	38.02510565	46.94324319	33.41243649	60.33246545	33.72521734	50.35846634	27.0628925	56.60415252	39.94142923	51.61197972	35.38258011	47.10491462	35.74000204
RASAL2	91.51078043	78.74539064	112.7367245	91.58535271	87.27412896	91.21783718	109.5134492	81.22231401	116.7432801	100.9989577	130.8196118	102.2246567	113.0261283	99.61621737	101.6613992	91.84399447	135.4489585	117.5388753	128.3636848	107.4251031	86.24267098	77.86380434	163.206194	109.2897847	141.8994778	106.7855289	112.7815166	102.8842914	120.9753994	104.0843089
RASA2	0	3.536433254	29.30131742	19.20478413	47.93722661	44.66390802	45.35207624	24.36312416	58.52444971	63.53266249	24.51947584	23.8172502	45.72144594	37.34383354	56.84209476	23.88327162	21.15960903	23.7549221	20.01309794	34.71930805	43.98067575	37.20165744	14.225996	29.70102635	38.25623876	35.36753249	38.20094675	28.09728534	30.59873206	32.2483374
RASA1	145.7563448	112.8701486	92.7302905	69.96884997	119.8116147	104.5947603	150.5727912	96.64393039	144.1504288	115.1001657	125.1585749	97.33595114	111.8965419	84.5183973	107.7842099	79.78360712	106.9516672	93.31685072	106.8888171	90.83798717	96.08500803	84.67233132	133.9585744	82.55756141	130.627754	98.28846585	92.08226065	81.66235654	97.74345753	93.71639467
RARS2	110.9368579	121.1927169	245.5069592	195.0146226	453.5118844	485.6777727	332.4944103	244.3124442	468.1923114	418.5472521	205.4658464	159.6961582	207.718199	177.5650802	169.635877	158.3998729	237.2342297	197.5291703	252.7820232	217.9182303	239.4333317	194.000351	293.6154892	187.2800679	215.9083205	167.7260952	133.4119604	110.6366297	120.7959687	115.6590397
RAPGEF2	93.70940489	58.90105799	65.34171543	51.52800237	54.82342692	83.14170985	60.65887234	47.18727078	139.0009082	104.5776609	72.95434989	64.06494449	53.64056825	59.91984896	47.6152382	37.00554526	63.04403137	60.4971785	52.67837877	58.29245951	53.72013124	52.33641397	71.01879426	67.7380936	54.69355441	43.80287682	77.01973803	135.6856868	43.09232198	43.26741167
RAPGEF1	45.05610409	29.55230779	65.41424105	59.0319865	33.8398239	42.01554865	60.75825459	39.3360731	44.91946224	54.65655834	36.50872252	31.04281316	69.27729906	42.98899287	38.86888978	57.83887404	40.37946383	51.85645515	63.32209271	51.15673249	60.11075168	57.41190486	47.24382227	44.49883461	47.26986104	46.19246618	50.84772653	29.89664773	70.108227	44.19205888
RAPGEF1	132.1250757	117.6967926	143.3744473	121.2841105	101.4146323	73.97408802	150.5853346	103.8660288	151.1336651	156.6118086	159.0663751	141.7152092	166.741571	129.3884937	115.0129229	136.7971809	165.8671585	168.2686308	180.8051605	126.4216007	117.5529627	95.75004478	166.1114624	104.2171168	130.7485081	96.32151583	132.1469896	98.21531929	106.3199583	97.57126189
RAPGEF1	64.8528387	52.94117548	104.3498618	87.98518095	54.55084452	59.55226565	78.17234033	56.6748985	127.4465275	133.943402	86.70558702	50.5146771	86.48454334	75.1156528	92.80501074	155.6598762	62.53385312	72.63780537	99.90538491	59.33899809	105.4137348	58.61857012	72.07144865	53.33593322	98.61316019	70.52173274	68.8911294	78.86741528	95.81602392	100.965976
RAPGEF1	70.03697439	9.895329131	80.41447324	77.09570088	38.41140355	44.5060665	61.91224653	59.01665304	66.28652227	84.26219411	58.25668553	57.15602571	72.53757038	69.43351847	74.69975771	68.35228195	71.11803957	54.51099736	67.6397152	50.3366836	89.15286366	79.21322775	77.84155422	61.14059302	69.69926319	68.34547562	64.32171522	65.76091232	89.88902087	49.50697152
RAP1GDS1	6637.760653	4759.336329	3267.315919	3061.79862	1520.362714	1696.149241	2659.720817	2060.597341	1311.885563	1356.374529	2495.959955	2247.735461	2514.049103	2450.094356	3491.675623	2932.436599	2127.486354	2305.996241	3045.199491	2205.625626	4262.170589	3588.788369	2630.918329	2180.678263	4470.800926	3582.783368	3154.087551	2573.609437	4332.164607	3368.735759
RAP1GDS1	83.71786695	13.42973694	105.3023649	89.52272409	89.69883097	93.53886469	110.3249101	95.25450865	99.89807101	113.3354608	88.106533	81.88348186	91.94113012	89.50632585	90.65556214	76.69973527	92.66667633	92.42168309	97.50901981	78.1962176	82.64739867	65.24845003	111.7878534	80.36561441	98.48301411	83.79663283	83.10301773	67.80477717	81.39210634	50.27968139
RANGAP1	62.72307949	49.79160291	47.95780786	40.84352806	63.43132292	86.3463004	102.9262394	57.32329531	77.67987771	76.63485694	67.82845327	41.48272341	64.21819362	47.23927002	66.14781334	44.99720248	42.94516233	48.58539147	35.82702489	23.65645801	64.65588407	50.94950658	45.69588604	36.2855312	55.81925091	37.22177869	33.99609012	31.19382843	25.83947594	38.95817947
RAN	379.8738975	258.4006559	393.7928415	327.1234237	217.152072	250.3465513	428.4291567	318.3599388	221.9683281	104.0354331	725.4399774	675.5632623	116.7199316	359.2306887	612.5185729	352.7929228	662.2678979	625.0437317	745.0508642	626.0435468	500.7517272	406.6932469	548.2437787	430.6959275	732.9612514	574.5989654	657.335339	495.5903753	715.7015356	566.857935
RALGAPB	26.0270145	0	49.83186988	39.30695193	18.55831857	19.31199726	44.37465664	29.11127996	43.1613298	46.96678282	18.26370869	30.50533596	50.88777892	43.13227102	35.17521275	32.95790614	21.22287651	18.65044742	28.74726946	10.83766201	37.36913907	41.57372548	30.18042451	15.55156079	49.15496662	26.99122348	17.19423266	34.0312282	37.9640752	36.40997333
RALGAPA2	34.01740922	18.608809	70.77049982	59.30951788	37.78236724	46.93018607	68.85839033	63.65384808	61.55763894	102.5927787	35.69549616	13.76876356	64.16827736	57.38243904	30.39213943	1.669857463	49.95035385	24.68643488	51.23873738	36.12510615	63.2011865	43.10339103	32.67993721	29.4454436	43.02870891	58.98837503	47.46568656	36.34009272	57.8895713	56.99097049
RALB	111.2113062	84.46120658	146.852776	162.3249083	44.91319278	58.28021444	175.0227542	140.8449093	76.72687134	84.51851996	193.2405772	146.8516217	140.2563729	108.829465	173.065458	124.3892505	130.6029383	172.6637019	166.5128798	130.5413701	134.487748	124.0672006	121.8220035	131.4850531	197.5000297	148.0485447	175.5791177	137.4733365	168.8776233	116.3695277
RALA	24.11296557	21.02922008	44.33055986	44.72509923	32.59980694	31.53335742	86.95560842	58.35378309	56.69730646	60.44032113	91.16547929	54.03632114	68.74948083	65.95509461	16.37670754	26.61318138	77.87016114	70.25652486	85.99058706	75.44579965	58.17195244	51.41127735	71.32491598	38.03273534	83.25592283	68.06908291	61.41111112	47.4495816	76.38106836	52.53993012
RAF1	93.09366851	80.28878247	59.84040541	45.71724971	61.04389713	78.70700384	71.73082679	40.63865598	84.6598278	78.39298938	107.5667127	96.62788336	68.79477521	67.12165611	70.35684451	63.64165165	108.3260524	106.9516672	86.99547236	80.61601266	77.64368563	70.20271612	122.5512085	77.75202805	102.9737247	82.16108571	108.5869085	77.89086954	59.50300108	68.49769126
RAD9A	202.3332005	153.0115017	167.2353762	147.5915704	273.061169	302.1931221	181.9496005	132.8171393	231.314363	216.3258732	179.0511793	138.3267661	184.5561298	127.8179802	145.6774114	125.9050519	184.864904	144.1637183	208.2781	143.4057244	164.844192	136.2279619	190.3658325	129.6223314	157.5304245	91.15994915	176.9026519	170.6217205	160.8582261	96.9736417
RAD54L2	37.32496678	50.89749785	77.22914802	72.95013645	62.28449653	75.47270879	147.6424622	85.88652559	110.3975722	83.66738669	95.56461326	69.42452685	90.55641608	80.75619025	77.33521645	69.02444314	55.13290329	45.82854439	53.52576262	43.44827292	86.78499244	71.46520858	82.14025398	50.18518989	99.54967528	55.78839153	55.63089735	62.51796057	41.17067646	66.76705267
RAD54L	55.05878199	28.43932378	25.75239709	30.73442367	13.50156554	18.62413441	19.44611502	12.64084315	37.11138248	46.37854785	18.79884902	12.07921569	27.59075085	18.11220759	23.4440285	22.06852812	18.1981522	22.32803835	19.70720669	14.42244716	38.5877673	27.91360482	32.30739285	16.04251071	24.64993577	18.51160264	15.57788109	16.27917856	28.31388396	24.24775149
RAD52	63.0319604	59.1724681	138.4717154	82.31271047	84.89194515	86.45113979	143.1133333	137.3578467	103.3814736	76.37853109	86.07930924	43.63964275	128.8357173	67.3342624	89.36350878	60.84846887	83.87114956	49.69324555	102.2653034	54.56449122	93.66928492	53.15228876	108.7150845	49.14841917	85.34094353	47.0551871	95.7395489	70.81201098	76.04825325	59.61876286
RAD51AP1	130.6120656	105.9208345	141.927803	120.5443492	79.03957767	89.1682272	130.4387194	103.4868324	174.7123572	198.8234183	197.1758449	147.9920081	121.990719	122.1792915	119.011044	136.0369877	217.4099684	177.39261	156.3664019	124.6916881	127.3602084	104.8602479	218.7817253	184.2000791	219.0734195	187.3030173	153.5211894	138.884716	184.5561091	150.2269538
RAD50	424.5137719	297.8665219	186.7312299	165.9647274	317.9318436	353.7909906	145.7455156	169.1070982	108.4258349	121.3637179	274.1449158	302.1603302	160.6480897	149.224661	195.0798831	187.693446	238.6718823	242.4921617	240.8991243	186.3749846	217.5315199	204.3929849	300.0945842	216.1204879	226.6433595	213.9427122	179.4940851	199.7409383	225.689163	213.0233775
RAD23B	991.674825	707.6887024	580.3857891	465.6144793	583.3024613	575.7767407	485.2622949	395.971686	342.5630685	238.8266822	737.8779007	605.5311526	480.0779555	428.5329459	556.2010022	477.8414965	767.2690419	635.4559447	610.4027413	474.1392522	579.2934334	519.7632847	705.9325619	422.1649506	680.6089847	589.2021605	541.2625558	391.4630745	647.4918017	588.5126227
RAD23A	160.261595	89.35772857	176.4848103	143.5436738	53.87113584	65.61897143	150.3238531	117.7747193	142.5237455	183.7199105	153.3772959	125.6528202	148.921466	128.3263866	193.6466117	109.3522803	162.3012953	152.3629154	183.3108655	128.0356652	137.3660394	110.6718604	189.9326414	166.3814848	213.211479	142.5904596	170.3611131	160.0876177	167.7706513	141.7242512
RAD21	964.4821648	599.4426529	346.583498	348.3772983	332.723516	367.4550571	455.5740189	371.7311012	648.6720002	612.684508	751.994856	652.0871933	511.9337736	379.4125723	519.4925651	342.653651	753.3488487	646.7875554	106.4540611	447.1336104	477.4311067	428.400461	770.3538556	533.5932554	691.8780251	594.5274161	7183.079562	509.1639219	771.8083755	660.9085918
RAD17	75.63227614	62.05265601	45.3526876	39.22088819	48.55053702	47.82015597	51.94314559	51.9672675	53.58853397	67.94278161	73.7453761	59.55364136	62.57373014	42.96958099	54.79168219	48.39927342	67.87524435	60.89562905	69.29152797	53.04284494	60.61399409	49.75081663	79.41403794	57.27941628	65.34943237	55.69849682	32.83653356	50.77598629	58.22672748	48.48392681
RAD1	104.9972299	0	41.1287955	38.7770314	40.04981017	37.04674422	61.75497171	49.9072568	55.80016599	34.58427249	62.01785745	31.23326703	56.77789766	40.49687734	61.63617209	44.22233726	55.43308732	42.98016137	46.97318148	41.24976089	77.51687811	47.36779231	89.65611971	53.74313286	87.23007424	62.82835523	22.44737527	21.85442021	69.74068335	49.58800477
RAC1	3587.553551	2964.698738	4165.829054	3831.394081	4526.310588	6156.780284	6301.407727	5258.664083	11204.14753	11510.80527	6039.676781	4419.850219	1963.621573	4014.523577	3800.5424	4023.573368	8597.091668	7103.015161	6958.293169	5556.698146	4248.557522	3802.526829	7769.23632	5327.46078	5038.427014	4729.264331	3374.612662	2919.912761	2981.991575	2288.649427
RAC1	3109.460588	2249.183702	1153.782043	1227.228254	3470.689804	4233.882672	1551.164897	1993.489236	5687.44342	5246.901438	2417.863351	2515.032217	1863.841741	1681.166715	1466.347597	1306.596065	2904.101484	2727.488276	3364.441921	3144.662309	2412.888687	2034.05242	4358.829578	3215.192057	1980.118929	1885.44906	907.5067392	968.4698398	1199.333987	1032.913408
RABL3	473.6501422	362.2312275	316.4225102	271.9894475	115.3932171	123.4687619	210.9045705	176.7180417	172.3232688	166.5592234	175.2199016	143.2715562	214.121346	159.6710251	284.980754	239.6882775	170.0414665	147.7740034	240.5073231	173.5457753	323.3615661	339.049012	198.6917656	122.7331488	357.3542996	228.1970621	252.3748504	228.166179	302.3495067	207.5290341
RABGEF1	58.88991802	0	111.1198867	83.09695417	27.35434302	24.23304153	91.23290463	67.78062361	96.02689342	99.02393414	62.29594347	63.58121502	73.41295369	54.91990352	74.09637155	56.09840756	67.47410156	66.22490522	78.24958586	53.47760102	66.16959899	56.36793604	79.53388748	56.42458582	81.37886752	82.28452323	60.85622231	55.320511	82.12864066	55.56999466
RABGAP1L	114.2444155	0	90.01396428	76.43523424	62.87858638	69.11361762	72.44965956	70.15807858	107.3545243	106.6315539	90.16296748	0	93.71500612	79.0026505	81.26823054	73.17662029	105.8949655	79.95125761	71.96124269	76.27365853	101.0727704	72.59850094	96.13377075	80.58798584	107.5905562	90.89831528	87.23613411	90.70748336	103.499712	86.07756432
RAB9A	217.1331534	169.0540673	236.3474569	204.7185506	488.0582092	718.5243008	219.7563448	184.3955617	176.0432798	171.7744686	276.64769	261.8098142	245.3485889	215.8647176	232.9877566	212.3790929	311.9921689	319.9275271	352.4088518	287.8866241	189.6561966	186.1558305	270.3343551	286.1068433	234.9391657	197.9092519	284.3900314	290.5245542	210.452019	172.7064441
RAB8A	483.4279953	375.8300894	516.8475441	455.1147035	468.5796338	482.8640001	408.0480766	327.071806	421.9123504	460.6799923	646.7030739	576.9595661	416.981029	380.8342614	459.1411103	478.9061338	744.1656403	618.7923655	617.5293566	510.557233	416.1017268	399.4093911	660.0446278	559.9038393	403.6554445	461.1800115	663.5562428	610.0702323	483.2591198	413.1436577
RAB7L1	127.3247626	0	179.839362	148.5421395	51.61650661	47.58368491	151.2308368	135.3345013	74.15375415	75.39266243	170.8242729	121.945396	113.0196577	114.9608456	156.7080075	146.0882275	126.3694011	165.8348517	163.2248743	121.7225904	152.2057093	128.5485304	137.5425088	131.489385	233.6242878	181.1821264	196.7878757	168.3787399	222.7517079	175.8609526
RAB7A	225.5205361	169.7690507	190.3478408	159.25369	239.9010538	266.5459836	183.2502536	152.5421035	106.0071705	85.66212761	244.0239928	221.273518	181.5093891	170.6239468	175.1002816	216.9228292	234.9229472	213.7808377	187.9213626	173.8256333	189.9688289	186.3623912	184.7863311	155.9372472	194.2114932	183.1624935	257.1609494	227.4107104	216.2198496	179.4987665
RAB5C	248.4121562	198.2478707	102.0938315	109.8240956	321.1259502	410.3273766	122.6280466	92.58566107	427.5383742	402.2705606	240.7185081	241.7186831	143.7144605	127.9492415	134.7669424	117.8198607	279.1859578	293.2986457	310.0162291	247.0091393	165.0411823	164.2588038	375.5189321	265.175049	208.6952759	164.4509758	192.0940142	175.5835099	120.3922495	126.2469014
RAB5B	183.5431139	0	114.2510594	109.5581683	188.5897463	189.9864399	113.6363652	102.0308342	181.0744962	193.1809633	164.860613	136.2925317	189.2112832	141.5902463	112.8818143	92.50973665	201.9175109	150.1350922	166.8604244	163.8444668	123.9826622	103.9056026	213.0419431	150.34475	130.0253252	111.9819801	159.0407958	130.3461631	138.4337226	96.63214446
RAB4A	1454.258929	1134.12665	1247.339125	1329.901324	2188.473249	2726.191545	2065.857846	1688.022938	4395.659719	2769.870289	2079.251551	1641.838591	1646.979623	1318.329115	1372.180841	1196.653237	2414.685745	2152.192981	2669.488234	1954.956205	1695.469166	1535.611939	2638.503506	1322.669631	2073.641633	1565.07369	1086.050632	862.7598614	1082.455108	852.0081355
RAB3GAP1	51.49703063	0	55.93756006	74.79518822	15.8744303	15.86219904	74.59457937	56.16447898	24.98848423	32.04073135	43.11151299	43.04608098	57.36302716	41.81318762	68.02674686	52.35979752	37.30224096	41.87769176	36.3125459	28.01052712	43.07547742	53.08689117	35.55343823	32.87776115	78.19632628	53.82144151	31.57595503	35.76031444	47.11359676	43.70007132
RAB3D	17.17681684	0	14.98089203	15.15398651	34.99771667	34.66863749	18.98972858	12.40734311	25.42883889	9.421618132	20.59005019	17.15720673	16.80883856	13.94882171	13.51933475	27.87589073	14.61075109	14.27556802	12.4699498	9.664861931	14.89230694	14.17532606	12.42680893	16.59555136	20.42890932	18.53575346	6.660129801	8.746453161	14.8290838	16.40778506
RAB3B	769.705913	596.786277	380.0033036	359.3073927	486.8531387	592.20449	417.1777353	329.3855792	440.05562	426.7266757	628.1823109	525.1035328	408.3778691	401.9922852	345.2038287	333.4304625	575.4137536	498.8816325	544.7220318	437.7095565	343.4306504	345.9141637	693.5129729	522.5194467	412.0505374	405.3205093	551.1919909	502.5286816	484.3270222	385.2740096
